id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1.04257E+18,1.04257E+18,1.5374E+12,19-09-2018 14:32,-1000,,"“are you okay?” me: “no, but it’s okay.”",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,3,14,https://twitter.com/depressingmsgs/status/1042572137192538113,[],[],0,,FALSE,16100,58,10743,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
1.01361E+18,1.01361E+18,1.5305E+12,01-07-2018 16:35,-1000,,i'm sick of making things worse  i'm sick of being hurt i'm sick of crying myself to sleep i’m sick of hating everything  i'm sick of faking a smile  i'm sick of feeling this way i’m sick of letting people down i'm sick of being me.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,16,https://twitter.com/depressingmsgs/status/1013612210457735168,[],[],0,,FALSE,19011,92,12111,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
1.0136E+18,1.0136E+18,1.5305E+12,01-07-2018 15:49,-1000,,"Living with depression and anxiety  • no motivation to leave your      bed  • dreading leaving your house • not being able to go out • unable to make new friends • being paranoid or restless  • mentally hurting  • zoning out a lot, ignoring     people • not being yourself",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,15,https://twitter.com/depressingmsgs/status/1013600494936178689,[],[],0,,FALSE,16010,84,7874,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.9206E+17,9.9206E+17,1.52536E+12,03-05-2018 05:14,-1000,,Sorry for being so fucked up. Sorry for being such a failure. Sorry for being a disgrace. Sorry for being me.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,5,https://twitter.com/depressingmsgs/status/992059861465616386,[],[],0,,FALSE,18233,72,12996,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.92029E+17,9.92029E+17,1.52535E+12,03-05-2018 03:13,-1000,,"do you ever write a really long message and about halfway through you're like ""you know what, they don't even care"" and end up deleting it.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,3,https://twitter.com/depressingmsgs/status/992029484428611586,[],[],0,,FALSE,16485,127,7854,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.86547E+17,9.86547E+17,1.52405E+12,18-04-2018 00:06,-1000,,"“I’m tired”   “Go to sleep then”  “No, you don’t understand.”",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,3,0,https://twitter.com/depressingmsgs/status/986546587051569152,[],[],0,,FALSE,14985,50,8866,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.86522E+17,9.86522E+17,1.52404E+12,17-04-2018 22:30,-1000,,"you hide when you cry because you want to be seen as a strong person, at the same time though, you hate how nobody notices how broken you are.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,2,22,https://twitter.com/depressingmsgs/status/986522265192837125,[],[],0,,FALSE,18424,70,10533,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.79396E+17,9.79396E+17,1.52234E+12,29-03-2018 06:33,-1000,,so sick of going through the same shit over and over again.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,6,https://twitter.com/depressingmsgs/status/979396190981664768,[],[],0,,FALSE,15166,30,10677,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.75405E+17,9.75405E+17,1.52139E+12,18-03-2018 06:13,-1000,,please don't expect me to always be good and kind and loving there are times when i'll be cold and thoughtless and really hard to understand,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,6,https://twitter.com/depressingmsgs/status/975404781303812096,[],[],0,,FALSE,12227,26,7979,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.74606E+17,9.74606E+17,1.5212E+12,16-03-2018 01:18,-1000,,"i don't think people really understand just how stressful it is to explain what's on your mind, when you don't even understand it yourself.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,1,https://twitter.com/depressingmsgs/status/974605844745605120,[],[],0,,FALSE,15490,32,10409,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.73221E+17,9.73221E+17,1.52087E+12,12-03-2018 05:33,-1000,,im scared to get close to people because i think they will eventually walk out of my life no matter how close we are because everyone leaves,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,5,https://twitter.com/depressingmsgs/status/973220526863794176,[],[],0,,FALSE,13109,46,7448,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
9.73195E+17,9.73195E+17,1.52086E+12,12-03-2018 03:52,-1000,,"i think i'm afraid to be happy because whenever i get too happy, something bad always happens.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,3,https://twitter.com/depressingmsgs/status/973194971263090689,[],[],0,,FALSE,13380,61,8016,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.90556E+17,8.90556E+17,1.50116E+12,27-07-2017 02:53,-1000,,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,2,https://twitter.com/depressingmsgs/status/890555623158431748,[],[],0,,FALSE,20587,61,13796,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.82866E+17,8.82866E+17,1.49933E+12,05-07-2017 21:35,-1000,,i already know i’m not good enough.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,3,21,https://twitter.com/depressingmsgs/status/882865656516886528,[],[],0,,FALSE,17100,49,12751,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.82858E+17,8.82858E+17,1.49932E+12,05-07-2017 21:04,-1000,,sleeping is so hard when you can't stop thinking.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,3,21,https://twitter.com/depressingmsgs/status/882857702195474433,[],[],0,,FALSE,15475,37,10848,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.82069E+17,8.82069E+17,1.49914E+12,03-07-2017 16:51,-1000,,"i'm not the same anymore. i'll admit it, a lot of shit got to me.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,16,https://twitter.com/depressingmsgs/status/882069450928791552,[],[],0,,FALSE,15113,26,10613,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.8157E+17,8.8157E+17,1.49902E+12,02-07-2017 07:48,-1000,,social anxiety sucks. you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,7,https://twitter.com/depressingmsgs/status/881570327477669888,[],[],0,,FALSE,12055,24,7147,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.81545E+17,8.81545E+17,1.49901E+12,02-07-2017 06:07,-1000,,i say sorry a lot because i secretly feel that everything is my fault.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,6,https://twitter.com/depressingmsgs/status/881544884271726594,[],[],0,,FALSE,13742,44,8694,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.3366E+17,8.3366E+17,1.4876E+12,20-02-2017 02:51,-1000,,"it sucks, doesn't it? feeling like you're not good enough, no matter how hard you try.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,2,https://twitter.com/depressingmsgs/status/833660222023442432,[],[],0,,FALSE,32345,202,24881,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.33199E+17,8.33199E+17,1.48749E+12,18-02-2017 20:17,-1000,,"depression isn't always sadness, it can also be emptiness, anger, tiredness or loneliness. sometimes a cry for help isn't so visible..",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,20,https://twitter.com/depressingmsgs/status/833198735286898688,[],[],0,,FALSE,17864,44,11282,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.33183E+17,8.33183E+17,1.48748E+12,18-02-2017 19:15,-1000,,"do you ever feel physically sick because you know you're not good enough for anyone and can't do anything right, no matter how hard you try.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,19,https://twitter.com/depressingmsgs/status/833183115753328640,[],[],0,,FALSE,13066,51,8074,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.33159E+17,8.33159E+17,1.48748E+12,18-02-2017 17:40,-1000,,i wish someone was afraid to lose me i'm always scared of losing people that i love but i doubt anyone would fight to keep me in their life.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,17,https://twitter.com/depressingmsgs/status/833159293532639233,[],[],0,,FALSE,14955,74,9061,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.31489E+17,8.31489E+17,1.48708E+12,14-02-2017 03:02,-1000,,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,2,3,https://twitter.com/depressingmsgs/status/831488867609899008,[],[],0,,FALSE,13520,37,10218,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.23517E+17,8.23517E+17,1.48518E+12,23-01-2017 03:04,-1000,,"sometimes i'm disappointed in myself, because i know i'm better than the choices i make and the things i choose to deal with.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,3,https://twitter.com/depressingmsgs/status/823516773903253505,[],[],0,,FALSE,8282,12,5719,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.2344E+17,8.2344E+17,1.48516E+12,22-01-2017 21:59,-1000,,"you can only be so strong for so long until you reach a point where you break physically, mentally, emotional.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,21,https://twitter.com/depressingmsgs/status/823440038889328641,[],[],0,,FALSE,11486,17,7855,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.21172E+17,8.21172E+17,1.48462E+12,16-01-2017 15:45,-1000,,"my biggest mistake ever is thinking that people care for me as much as i do for them, but in reality it's almost always one sided.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,15,https://twitter.com/depressingmsgs/status/821171673084764161,[],[],0,,FALSE,9684,29,6556,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.18112E+17,8.18112E+17,1.48389E+12,08-01-2017 05:06,-1000,,"i don't tweet for sympathy, or attention i express my thoughts and feelings. this is my outlet where i can say stuff without feeling judged.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,5,https://twitter.com/depressingmsgs/status/818111584027348995,[],[],0,,FALSE,8494,24,7679,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.18103E+17,8.18103E+17,1.48389E+12,08-01-2017 04:31,-1000,,when i die dont go to my grave and sit there telling me how much you love and miss me those are the things i needed to hear when i was alive,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,4,https://twitter.com/depressingmsgs/status/818102729130188802,[],[],0,,FALSE,11387,38,7372,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.15958E+17,8.15958E+17,1.48337E+12,02-01-2017 06:27,-1000,,"i truly feel like everything i say or do is always wrong, like i'm a total disappointment to everyone, and all i ever do is let people down.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,6,https://twitter.com/depressingmsgs/status/815957694334976000,[],[],0,,FALSE,9584,29,6868,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.15953E+17,8.15953E+17,1.48337E+12,02-01-2017 06:07,-1000,,"i overthink a lot, i'm sensitive and clingy but i really do try my hardest to be good enough so i'm sorry if that's not enough.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,6,https://twitter.com/depressingmsgs/status/815952651934310400,[],[],0,,FALSE,10135,19,7021,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.10123E+17,8.10123E+17,1.48198E+12,17-12-2016 04:04,-1000,,"do you ever just sit there and realize that you mean nothing to anyone and you start feeling lost, alone, and unloved, and truly unwanted.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,4,https://twitter.com/depressingmsgs/status/810123450853433344,[],[],0,,FALSE,10052,46,6068,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.09746E+17,8.09746E+17,1.48189E+12,16-12-2016 03:05,-1000,,"she pretends like nothing happened because she wants people to see her strong only she knows how painful, emotionaly, mentally she really is",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,3,https://twitter.com/depressingmsgs/status/809746306348351488,[],[],0,,FALSE,7679,12,5060,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
8.0726E+17,8.0726E+17,1.4813E+12,09-12-2016 06:25,-1000,,"being sad for no reason is worse than being sad for a reason, because there's absolutely nothing you can do to make yourself feel better.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,6,https://twitter.com/depressingmsgs/status/807259803642757120,[],[],0,,FALSE,7790,15,5041,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.84153E+17,7.84153E+17,1.47579E+12,06-10-2016 12:05,-1000,,i prefer to distance myself whenever im mad because i turn into the most heartless person you'll ever meet and you're going hate me for that,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,12,https://twitter.com/depressingmsgs/status/784152586685288450,[],[],0,,FALSE,7033,16,4863,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.84084E+17,7.84084E+17,1.47578E+12,06-10-2016 07:32,-1000,,"every single time i put myself back together again, i watch myself fall apart once again and every single time is worse than the time before",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,7,https://twitter.com/depressingmsgs/status/784083950436093953,[],[],0,,FALSE,7642,12,5143,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.56144E+17,7.56144E+17,1.46911E+12,21-07-2016 05:08,-1000,,"i'm sorry for being annoying when i want to talk.. needy cause i miss you, emotional when i care and insecure because i'm afraid to lose you",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,5,https://twitter.com/depressingmsgs/status/756143859424370688,[],[],0,,FALSE,7650,26,4808,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.54988E+17,7.54988E+17,1.46884E+12,18-07-2016 00:35,-1000,,"""why are you sad?"" ""i don't know"" ""no reason?"" ""oh no there are plenty of reasons, i'm just not really sure which one it is this time""",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,0,https://twitter.com/depressingmsgs/status/754987855814864896,[],[],0,,FALSE,8561,17,5747,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.54262E+17,7.54262E+17,1.46866E+12,16-07-2016 00:29,-1000,,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,0,https://twitter.com/depressingmsgs/status/754261712560279552,[],[],0,,FALSE,7526,26,4735,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.49916E+17,7.49916E+17,1.46763E+12,04-07-2016 00:40,-1000,,"she might be laughing but deep inside she's hurting, she's trying to get her mind off things that make her upset by pretending to be fine.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,1,0,https://twitter.com/depressingmsgs/status/749915835448176640,[],[],0,,FALSE,6893,9,4666,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.4987E+17,7.4987E+17,1.46762E+12,03-07-2016 21:37,-1000,,#GrowingUpWithAnxiety i literally notice the smallest of changes in how people treat me and i overthink into thinking everyone hates me.,en,['growingupwithanxiety'],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,21,https://twitter.com/depressingmsgs/status/749869790924124161,[],[],0,,FALSE,7939,18,5044,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.48944E+17,7.48944E+17,1.4674E+12,01-07-2016 08:18,-1000,,#GrowingUpWithAnxiety you unintentionally make yourself sad you feel alone even when you're not and sometimes you dont even know whats wrong,en,['growingupwithanxiety'],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,8,https://twitter.com/depressingmsgs/status/748943906516062208,[],[],0,,FALSE,10153,8,6416,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.48935E+17,7.48935E+17,1.46739E+12,01-07-2016 07:42,-1000,,"#GrowingUpWithAnxiety people thinking you're rude, or always in a bad mood.",en,['growingupwithanxiety'],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,7,https://twitter.com/depressingmsgs/status/748934716632342528,[],[],0,,FALSE,6257,7,4478,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.48898E+17,7.48898E+17,1.46739E+12,01-07-2016 05:15,-1000,,"it's easier just to say ""i’m fine"" when somebody asks if you are okay. because sometimes it's not possible to explain why you aren't.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,5,https://twitter.com/depressingmsgs/status/748897801648508928,[],[],0,,FALSE,5813,15,3948,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.41458E+17,7.41458E+17,1.46561E+12,10-06-2016 16:31,-1000,,do you ever just make up scenarios in your head that you know will never happen but it makes you so happy so you just keep on imagining them,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,16,https://twitter.com/depressingmsgs/status/741457887600345088,[],[],0,,FALSE,5933,36,3522,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.41444E+17,7.41444E+17,1.46561E+12,10-06-2016 15:35,-1000,,"""oh ok"" actually means my heart just got ripped into a million pieces but i won't tell you because you wouldn’t care how i feel anyway.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,15,https://twitter.com/depressingmsgs/status/741443750308646912,[],[],0,,FALSE,6298,9,3854,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.38757E+17,7.38757E+17,1.46497E+12,03-06-2016 05:41,-1000,,"i never really know where i stand in some people's life... one minute they treat me like i'm something special, then nothing the next.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,5,https://twitter.com/depressingmsgs/status/738757407031975937,[],[],0,,FALSE,7354,18,5344,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.38638E+17,7.38638E+17,1.46494E+12,02-06-2016 21:46,-1000,,the worst feeling is when you find out you didn't mean as much to someone as you thought you did and you look so stupid for caring too much.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,21,https://twitter.com/depressingmsgs/status/738638040126480384,[],[],0,,FALSE,6844,17,4571,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.38563E+17,7.38563E+17,1.46492E+12,02-06-2016 16:47,-1000,,do you ever feel ok but your sad at the same time you just want to talk to someone and hug them but you feel annoying so you just stay quiet,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,4,16,https://twitter.com/depressingmsgs/status/738562725614256128,[],[],0,,FALSE,4591,7,3141,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.36984E+17,7.36984E+17,1.46455E+12,29-05-2016 08:15,-1000,,"i hate getting so sad to the point where my body completely shuts down, and all i can do is just lay there and think about all my problems.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,8,https://twitter.com/depressingmsgs/status/736984340907724801,[],[],0,,FALSE,6603,16,4734,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.36938E+17,7.36938E+17,1.46453E+12,29-05-2016 05:12,-1000,,every night i think about all the mistakes i’ve made and how much i regret making those decisions because my life could have been different.,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,5,https://twitter.com/depressingmsgs/status/736938164070154240,[],[],0,,FALSE,5492,16,4079,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.36927E+17,7.36927E+17,1.46453E+12,29-05-2016 04:27,-1000,,"the worst type of crying is at night, when everyone's asleep and you have to control it with your hand over your mouth to not make a sound.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,4,https://twitter.com/depressingmsgs/status/736926960220143619,[],[],0,,FALSE,7599,29,4597,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.34388E+17,7.34388E+17,1.46393E+12,22-05-2016 04:17,-1000,,"sometimes it's better to keep silent than to tell others how you feel because it hurts knowing they can hear you, but not understand you.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,7,4,https://twitter.com/depressingmsgs/status/734387620378226688,[],[],0,,FALSE,5639,12,4360,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.34292E+17,7.34292E+17,1.4639E+12,21-05-2016 21:58,-1000,,i hate getting flashbacks from things you don't want to remember. it feels like your heart suddenly drops and anxiety starts taking you over,en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,21,https://twitter.com/depressingmsgs/status/734292422335696896,[],[],0,,FALSE,5051,9,3668,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.34235E+17,7.34235E+17,1.46389E+12,21-05-2016 18:10,-1000,,"i truly feel like everything i say or do is always wrong, like i'm a total disappointment to everyone, and all i ever do is let people down.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,18,https://twitter.com/depressingmsgs/status/734235045301387264,[],[],0,,FALSE,4702,18,3703,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.34004E+17,7.34004E+17,1.46384E+12,21-05-2016 02:51,-1000,,"i'm sorry i have trust issues, but when you give someone everything and they toss it away like nothing, something inside of you breaks.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,6,2,https://twitter.com/depressingmsgs/status/734003686309957633,[],[],0,,FALSE,4700,8,3130,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.33664E+17,7.33664E+17,1.46375E+12,20-05-2016 04:22,-1000,,"do you ever feel physically sick because you know you're not good enough for anyone and can't do anything right, no matter how hard you try.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,4,https://twitter.com/depressingmsgs/status/733664211218243584,[],[],0,,FALSE,3597,18,2620,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.33652E+17,7.33652E+17,1.46375E+12,20-05-2016 03:32,-1000,,"i need someone who will understand how unstable i am, sometimes being alone can be dangerous for me but other times its exactly what i need.",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,3,https://twitter.com/depressingmsgs/status/733651693775118336,[],[],0,,FALSE,4381,10,3158,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.33612E+17,7.33612E+17,1.46374E+12,20-05-2016 00:55,-1000,,"i'm just so tired of this. my body is tired, my mind is a mess. i just really want to lay in bed and never get up. i'm just so tired of life",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,5,0,https://twitter.com/depressingmsgs/status/733611982213939200,[],[],0,,FALSE,3823,6,3052,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
7.24911E+17,7.24911E+17,1.46167E+12,26-04-2016 00:39,-1000,,"my only relief is to sleep, when i'm sleeping, i'm not sad, i'm not angry, i'm not scared, i'm not hurting, i'm not lonely. i'm just nothing",en,[],[],1012824523,1012824523,depressingmsgs,Depression Quotes™➰,2,0,https://twitter.com/depressingmsgs/status/724910679011000320,[],[],0,,FALSE,5332,20,3958,,from:depressingmsgs -filter:replies,,,,,,,[],,,,
